DATE,USRECM,FEDFUNDS,PAYEMS,UNRATE,INDPRO,T10YFF
1962-01-02,0.0,2.15,54891,5.8,24.6551,1.31
1962-01-03,0.0,2.15,54891,5.8,24.6551,1.53
1962-01-04,0.0,2.15,54891,5.8,24.6551,1.24
1962-01-05,0.0,2.15,54891,5.8,24.6551,1.52
1962-01-08,0.0,2.15,54891,5.8,24.6551,2.03
1962-01-09,0.0,2.15,54891,5.8,24.6551,2.80
1962-01-10,0.0,2.15,54891,5.8,24.6551,3.57
1962-01-11,0.0,2.15,54891,5.8,24.6551,1.33
1962-01-12,0.0,2.15,54891,5.8,24.6551,1.33
1962-01-15,0.0,2.15,54891,5.8,24.6551,1.10
1962-01-16,0.0,2.15,54891,5.8,24.6551,1.63
1962-01-17,0.0,2.15,54891,5.8,24.6551,1.12
1962-01-18,0.0,2.15,54891,5.8,24.6551,1.86
1962-01-19,0.0,2.15,54891,5.8,24.6551,2.11
1962-01-22,0.0,2.15,54891,5.8,24.6551,2.84
1962-01-23,0.0,2.15,54891,5.8,24.6551,3.61
1962-01-24,0.0,2.15,54891,5.8,24.6551,3.85
1962-01-25,0.0,2.15,54891,5.8,24.6551,2.11
1962-01-26,0.0,2.15,54891,5.8,24.6551,1.61
1962-01-29,0.0,2.15,54891,5.8,24.6551,1.62
1962-01-30,0.0,2.15,54891,5.8,24.6551,2.61
1962-01-31,0.0,2.15,54891,5.8,24.6551,2.60
1962-02-01,0.0,2.37,55188,5.5,25.0584,1.84
1962-02-02,0.0,2.37,55188,5.5,25.0584,2.58
1962-02-05,0.0,2.37,55188,5.5,25.0584,2.07
1962-02-06,0.0,2.37,55188,5.5,25.0584,1.31
1962-02-07,0.0,2.37,55188,5.5,25.0584,1.32
1962-02-08,0.0,2.37,55188,5.5,25.0584,1.32
1962-02-09,0.0,2.37,55188,5.5,25.0584,1.30
1962-02-13,0.0,2.37,55188,5.5,25.0584,2.28
1962-02-14,0.0,2.37,55188,5.5,25.0584,1.28
1962-02-15,0.0,2.37,55188,5.5,25.0584,1.27
1962-02-16,0.0,2.37,55188,5.5,25.0584,1.52
1962-02-19,0.0,2.37,55188,5.5,25.0584,1.51
1962-02-20,0.0,2.37,55188,5.5,25.0584,2.30
1962-02-21,0.0,2.37,55188,5.5,25.0584,2.03
1962-02-23,0.0,2.37,55188,5.5,25.0584,1.52
1962-02-26,0.0,2.37,55188,5.5,25.0584,1.50
1962-02-27,0.0,2.37,55188,5.5,25.0584,1.51
1962-02-28,0.0,2.37,55188,5.5,25.0584,1.25
1962-03-01,0.0,2.85,55275,5.6,25.1929,1.48
1962-03-02,0.0,2.85,55275,5.6,25.1929,1.23
1962-03-05,0.0,2.85,55275,5.6,25.1929,1.25
1962-03-06,0.0,2.85,55275,5.6,25.1929,1.26
1962-03-07,0.0,2.85,55275,5.6,25.1929,1.00
1962-03-08,0.0,2.85,55275,5.6,25.1929,1.23
1962-03-09,0.0,2.85,55275,5.6,25.1929,0.96
1962-03-12,0.0,2.85,55275,5.6,25.1929,0.94
1962-03-13,0.0,2.85,55275,5.6,25.1929,1.17
1962-03-14,0.0,2.85,55275,5.6,25.1929,1.18
1962-03-15,0.0,2.85,55275,5.6,25.1929,1.21
1962-03-16,0.0,2.85,55275,5.6,25.1929,1.21
1962-03-19,0.0,2.85,55275,5.6,25.1929,0.93
1962-03-20,0.0,2.85,55275,5.6,25.1929,1.16
1962-03-21,0.0,2.85,55275,5.6,25.1929,0.86
1962-03-22,0.0,2.85,55275,5.6,25.1929,0.83
1962-03-23,0.0,2.85,55275,5.6,25.1929,0.87
1962-03-26,0.0,2.85,55275,5.6,25.1929,0.89
1962-03-27,0.0,2.85,55275,5.6,25.1929,1.15
1962-03-28,0.0,2.85,55275,5.6,25.1929,0.90
1962-03-29,0.0,2.85,55275,5.6,25.1929,0.90
1962-03-30,0.0,2.85,55275,5.6,25.1929,1.11
1962-04-02,0.0,2.78,55602,5.6,25.2466,1.11
1962-04-03,0.0,2.78,55602,5.6,25.2466,1.08
1962-04-04,0.0,2.78,55602,5.6,25.2466,1.53
1962-04-05,0.0,2.78,55602,5.6,25.2466,1.09
1962-04-06,0.0,2.78,55602,5.6,25.2466,1.06
1962-04-09,0.0,2.78,55602,5.6,25.2466,1.08
1962-04-10,0.0,2.78,55602,5.6,25.2466,1.08
1962-04-11,0.0,2.78,55602,5.6,25.2466,0.87
1962-04-12,0.0,2.78,55602,5.6,25.2466,0.86
1962-04-13,0.0,2.78,55602,5.6,25.2466,0.85
1962-04-16,0.0,2.78,55602,5.6,25.2466,1.08
1962-04-17,0.0,2.78,55602,5.6,25.2466,1.07
1962-04-18,0.0,2.78,55602,5.6,25.2466,0.81
1962-04-19,0.0,2.78,55602,5.6,25.2466,0.82
1962-04-23,0.0,2.78,55602,5.6,25.2466,0.86
1962-04-24,0.0,2.78,55602,5.6,25.2466,1.12
1962-04-25,0.0,2.78,55602,5.6,25.2466,0.88
1962-04-26,0.0,2.78,55602,5.6,25.2466,0.89
1962-04-27,0.0,2.78,55602,5.6,25.2466,1.36
1962-04-30,0.0,2.78,55602,5.6,25.2466,1.36
1962-05-01,0.0,2.36,55628,5.5,25.2197,1.35
1962-05-02,0.0,2.36,55628,5.5,25.2197,1.11
1962-05-03,0.0,2.36,55628,5.5,25.2197,1.11
1962-05-04,0.0,2.36,55628,5.5,25.2197,1.12
1962-05-07,0.0,2.36,55628,5.5,25.2197,1.11
1962-05-08,0.0,2.36,55628,5.5,25.2197,1.10
1962-05-09,0.0,2.36,55628,5.5,25.2197,1.32
1962-05-10,0.0,2.36,55628,5.5,25.2197,1.08
1962-05-11,0.0,2.36,55628,5.5,25.2197,1.57
1962-05-14,0.0,2.36,55628,5.5,25.2197,1.60
1962-05-15,0.0,2.36,55628,5.5,25.2197,1.37
1962-05-16,0.0,2.36,55628,5.5,25.2197,0.86
1962-05-17,0.0,2.36,55628,5.5,25.2197,1.37
1962-05-18,0.0,2.36,55628,5.5,25.2197,1.68
1962-05-21,0.0,2.36,55628,5.5,25.2197,1.44
1962-05-22,0.0,2.36,55628,5.5,25.2197,1.18
1962-05-23,0.0,2.36,55628,5.5,25.2197,1.41
1962-05-24,0.0,2.36,55628,5.5,25.2197,1.40
1962-05-25,0.0,2.36,55628,5.5,25.2197,1.63
1962-05-28,0.0,2.36,55628,5.5,25.2197,2.62
1962-05-29,0.0,2.36,55628,5.5,25.2197,3.14
1962-05-31,0.0,2.36,55628,5.5,25.2197,1.15
1962-06-01,0.0,2.68,55644,5.5,25.166,1.14
1962-06-04,0.0,2.68,55644,5.5,25.166,1.38
1962-06-05,0.0,2.68,55644,5.5,25.166,1.89
1962-06-06,0.0,2.68,55644,5.5,25.166,2.14
1962-06-07,0.0,2.68,55644,5.5,25.166,1.62
1962-06-08,0.0,2.68,55644,5.5,25.166,1.61
1962-06-11,0.0,2.68,55644,5.5,25.166,1.12
1962-06-12,0.0,2.68,55644,5.5,25.166,1.11
1962-06-13,0.0,2.68,55644,5.5,25.166,1.12
1962-06-14,0.0,2.68,55644,5.5,25.166,1.15
1962-06-15,0.0,2.68,55644,5.5,25.166,1.14
1962-06-18,0.0,2.68,55644,5.5,25.166,0.91
1962-06-19,0.0,2.68,55644,5.5,25.166,0.93
1962-06-20,0.0,2.68,55644,5.5,25.166,0.92
1962-06-21,0.0,2.68,55644,5.5,25.166,0.90
1962-06-22,0.0,2.68,55644,5.5,25.166,1.15
1962-06-25,0.0,2.68,55644,5.5,25.166,0.95
1962-06-26,0.0,2.68,55644,5.5,25.166,0.97
1962-06-27,0.0,2.68,55644,5.5,25.166,0.96
1962-06-28,0.0,2.68,55644,5.5,25.166,0.98
1962-06-29,0.0,2.68,55644,5.5,25.166,1.25
1962-07-02,0.0,2.71,55746,5.4,25.4079,1.00
1962-07-03,0.0,2.71,55746,5.4,25.4079,1.25
1962-07-05,0.0,2.71,55746,5.4,25.4079,1.25
1962-07-06,0.0,2.71,55746,5.4,25.4079,1.27
1962-07-09,0.0,2.71,55746,5.4,25.4079,1.30
1962-07-10,0.0,2.71,55746,5.4,25.4079,1.27
1962-07-11,0.0,2.71,55746,5.4,25.4079,1.49
1962-07-12,0.0,2.71,55746,5.4,25.4079,1.25
1962-07-13,0.0,2.71,55746,5.4,25.4079,1.25
1962-07-16,0.0,2.71,55746,5.4,25.4079,1.01
1962-07-17,0.0,2.71,55746,5.4,25.4079,1.03
1962-07-18,0.0,2.71,55746,5.4,25.4079,1.02
1962-07-19,0.0,2.71,55746,5.4,25.4079,1.02
1962-07-20,0.0,2.71,55746,5.4,25.4079,1.26
1962-07-23,0.0,2.71,55746,5.4,25.4079,1.25
1962-07-24,0.0,2.71,55746,5.4,25.4079,1.51
1962-07-25,0.0,2.71,55746,5.4,25.4079,3.02
1962-07-26,0.0,2.71,55746,5.4,25.4079,1.51
1962-07-27,0.0,2.71,55746,5.4,25.4079,1.27
1962-07-30,0.0,2.71,55746,5.4,25.4079,1.28
1962-07-31,0.0,2.71,55746,5.4,25.4079,1.29
1962-08-01,0.0,2.93,55838,5.7,25.4348,1.03
1962-08-02,0.0,2.93,55838,5.7,25.4348,1.00
1962-08-03,0.0,2.93,55838,5.7,25.4348,1.26
1962-08-06,0.0,2.93,55838,5.7,25.4348,1.01
1962-08-07,0.0,2.93,55838,5.7,25.4348,1.02
1962-08-08,0.0,2.93,55838,5.7,25.4348,1.01
1962-08-09,0.0,2.93,55838,5.7,25.4348,0.99
1962-08-10,0.0,2.93,55838,5.7,25.4348,0.99
1962-08-13,0.0,2.93,55838,5.7,25.4348,0.99
1962-08-14,0.0,2.93,55838,5.7,25.4348,0.98
1962-08-15,0.0,2.93,55838,5.7,25.4348,0.98
1962-08-16,0.0,2.93,55838,5.7,25.4348,0.96
1962-08-17,0.0,2.93,55838,5.7,25.4348,1.21
1962-08-20,0.0,2.93,55838,5.7,25.4348,0.94
1962-08-21,0.0,2.93,55838,5.7,25.4348,0.94
1962-08-22,0.0,2.93,55838,5.7,25.4348,0.95
1962-08-23,0.0,2.93,55838,5.7,25.4348,0.95
1962-08-24,0.0,2.93,55838,5.7,25.4348,0.95
1962-08-27,0.0,2.93,55838,5.7,25.4348,0.95
1962-08-28,0.0,2.93,55838,5.7,25.4348,1.21
1962-08-29,0.0,2.93,55838,5.7,25.4348,1.21
1962-08-30,0.0,2.93,55838,5.7,25.4348,1.20
1962-08-31,0.0,2.93,55838,5.7,25.4348,0.96
1962-09-04,0.0,2.9,55978,5.6,25.5962,0.96
1962-09-05,0.0,2.9,55978,5.6,25.5962,0.97
1962-09-06,0.0,2.9,55978,5.6,25.5962,0.99
1962-09-07,0.0,2.9,55978,5.6,25.5962,1.01
1962-09-10,0.0,2.9,55978,5.6,25.5962,1.00
1962-09-11,0.0,2.9,55978,5.6,25.5962,1.00
1962-09-12,0.0,2.9,55978,5.6,25.5962,1.00
1962-09-13,0.0,2.9,55978,5.6,25.5962,0.99
1962-09-14,0.0,2.9,55978,5.6,25.5962,0.99
1962-09-17,0.0,2.9,55978,5.6,25.5962,1.24
1962-09-18,0.0,2.9,55978,5.6,25.5962,1.23
1962-09-19,0.0,2.9,55978,5.6,25.5962,1.24
1962-09-20,0.0,2.9,55978,5.6,25.5962,1.23
1962-09-21,0.0,2.9,55978,5.6,25.5962,1.23
1962-09-24,0.0,2.9,55978,5.6,25.5962,1.22
1962-09-25,0.0,2.9,55978,5.6,25.5962,1.21
1962-09-26,0.0,2.9,55978,5.6,25.5962,0.95
1962-09-27,0.0,2.9,55978,5.6,25.5962,0.95
1962-09-28,0.0,2.9,55978,5.6,25.5962,1.19
1962-10-01,0.0,2.9,56041,5.4,25.6231,0.93
1962-10-02,0.0,2.9,56041,5.4,25.6231,0.92
1962-10-03,0.0,2.9,56041,5.4,25.6231,0.90
1962-10-04,0.0,2.9,56041,5.4,25.6231,0.90
1962-10-05,0.0,2.9,56041,5.4,25.6231,1.17
1962-10-08,0.0,2.9,56041,5.4,25.6231,1.18
1962-10-09,0.0,2.9,56041,5.4,25.6231,0.95
1962-10-10,0.0,2.9,56041,5.4,25.6231,1.18
1962-10-11,0.0,2.9,56041,5.4,25.6231,0.94
1962-10-15,0.0,2.9,56041,5.4,25.6231,0.94
1962-10-16,0.0,2.9,56041,5.4,25.6231,0.94
1962-10-17,0.0,2.9,56041,5.4,25.6231,0.94
1962-10-18,0.0,2.9,56041,5.4,25.6231,0.92
1962-10-19,0.0,2.9,56041,5.4,25.6231,1.00
1962-10-22,0.0,2.9,56041,5.4,25.6231,1.03
1962-10-23,0.0,2.9,56041,5.4,25.6231,1.06
1962-10-24,0.0,2.9,56041,5.4,25.6231,1.06
1962-10-25,0.0,2.9,56041,5.4,25.6231,1.19
1962-10-26,0.0,2.9,56041,5.4,25.6231,1.18
1962-10-29,0.0,2.9,56041,5.4,25.6231,1.17
1962-10-30,0.0,2.9,56041,5.4,25.6231,0.92
1962-10-31,0.0,2.9,56041,5.4,25.6231,0.92
1962-11-01,0.0,2.94,56056,5.7,25.7306,0.92
1962-11-02,0.0,2.94,56056,5.7,25.7306,1.03
1962-11-05,0.0,2.94,56056,5.7,25.7306,0.91
1962-11-07,0.0,2.94,56056,5.7,25.7306,0.91
1962-11-08,0.0,2.94,56056,5.7,25.7306,0.90
1962-11-09,0.0,2.94,56056,5.7,25.7306,0.89
1962-11-13,0.0,2.94,56056,5.7,25.7306,0.90
1962-11-14,0.0,2.94,56056,5.7,25.7306,0.91
1962-11-15,0.0,2.94,56056,5.7,25.7306,0.91
1962-11-16,0.0,2.94,56056,5.7,25.7306,0.93
1962-11-19,0.0,2.94,56056,5.7,25.7306,0.93
1962-11-20,0.0,2.94,56056,5.7,25.7306,1.05
1962-11-21,0.0,2.94,56056,5.7,25.7306,1.04
1962-11-23,0.0,2.94,56056,5.7,25.7306,1.04
1962-11-26,0.0,2.94,56056,5.7,25.7306,0.93
1962-11-27,0.0,2.94,56056,5.7,25.7306,0.92
1962-11-28,0.0,2.94,56056,5.7,25.7306,1.17
1962-11-29,0.0,2.94,56056,5.7,25.7306,1.17
1962-11-30,0.0,2.94,56056,5.7,25.7306,1.04
1962-12-03,0.0,2.93,56028,5.5,25.7306,1.05
1962-12-04,0.0,2.93,56028,5.5,25.7306,1.19
1962-12-05,0.0,2.93,56028,5.5,25.7306,1.43
1962-12-06,0.0,2.93,56028,5.5,25.7306,1.04
1962-12-07,0.0,2.93,56028,5.5,25.7306,1.03
1962-12-10,0.0,2.93,56028,5.5,25.7306,1.02
1962-12-11,0.0,2.93,56028,5.5,25.7306,1.01
1962-12-12,0.0,2.93,56028,5.5,25.7306,1.00
1962-12-13,0.0,2.93,56028,5.5,25.7306,1.00
1962-12-14,0.0,2.93,56028,5.5,25.7306,0.87
1962-12-17,0.0,2.93,56028,5.5,25.7306,0.85
1962-12-18,0.0,2.93,56028,5.5,25.7306,0.83
1962-12-19,0.0,2.93,56028,5.5,25.7306,0.84
1962-12-20,0.0,2.93,56028,5.5,25.7306,0.83
1962-12-21,0.0,2.93,56028,5.5,25.7306,0.81
1962-12-24,0.0,2.93,56028,5.5,25.7306,0.79
1962-12-26,0.0,2.93,56028,5.5,25.7306,0.79
1962-12-27,0.0,2.93,56028,5.5,25.7306,0.81
1962-12-28,0.0,2.93,56028,5.5,25.7306,0.84
1963-01-02,0.0,2.92,56115,5.7,25.9188,1.32
1963-01-03,0.0,2.92,56115,5.7,25.9188,0.93
1963-01-04,0.0,2.92,56115,5.7,25.9188,0.84
1963-01-07,0.0,2.92,56115,5.7,25.9188,0.83
1963-01-08,0.0,2.92,56115,5.7,25.9188,1.31
1963-01-09,0.0,2.92,56115,5.7,25.9188,1.82
1963-01-10,0.0,2.92,56115,5.7,25.9188,0.81
1963-01-11,0.0,2.92,56115,5.7,25.9188,0.80
1963-01-14,0.0,2.92,56115,5.7,25.9188,0.81
1963-01-15,0.0,2.92,56115,5.7,25.9188,0.80
1963-01-16,0.0,2.92,56115,5.7,25.9188,0.80
1963-01-17,0.0,2.92,56115,5.7,25.9188,0.82
1963-01-18,0.0,2.92,56115,5.7,25.9188,0.96
1963-01-21,0.0,2.92,56115,5.7,25.9188,0.85
1963-01-22,0.0,2.92,56115,5.7,25.9188,0.86
1963-01-23,0.0,2.92,56115,5.7,25.9188,0.86
1963-01-24,0.0,2.92,56115,5.7,25.9188,0.86
1963-01-25,0.0,2.92,56115,5.7,25.9188,0.85
1963-01-28,0.0,2.92,56115,5.7,25.9188,0.98
1963-01-29,0.0,2.92,56115,5.7,25.9188,0.86
1963-01-30,0.0,2.92,56115,5.7,25.9188,0.86
1963-01-31,0.0,2.92,56115,5.7,25.9188,0.87
1963-02-01,0.0,3.0,56230,5.9,26.2146,0.88
1963-02-04,0.0,3.0,56230,5.9,26.2146,0.89
1963-02-05,0.0,3.0,56230,5.9,26.2146,0.90
1963-02-06,0.0,3.0,56230,5.9,26.2146,0.91
1963-02-07,0.0,3.0,56230,5.9,26.2146,0.91
1963-02-08,0.0,3.0,56230,5.9,26.2146,0.91
1963-02-11,0.0,3.0,56230,5.9,26.2146,0.92
1963-02-13,0.0,3.0,56230,5.9,26.2146,0.92
1963-02-14,0.0,3.0,56230,5.9,26.2146,0.91
1963-02-15,0.0,3.0,56230,5.9,26.2146,0.91
1963-02-18,0.0,3.0,56230,5.9,26.2146,0.91
1963-02-19,0.0,3.0,56230,5.9,26.2146,0.93
1963-02-20,0.0,3.0,56230,5.9,26.2146,0.94
1963-02-21,0.0,3.0,56230,5.9,26.2146,0.95
1963-02-25,0.0,3.0,56230,5.9,26.2146,0.95
1963-02-26,0.0,3.0,56230,5.9,26.2146,0.95
1963-02-27,0.0,3.0,56230,5.9,26.2146,0.95
1963-02-28,0.0,3.0,56230,5.9,26.2146,0.94
1963-03-01,0.0,2.98,56320,5.7,26.3759,0.93
1963-03-04,0.0,2.98,56320,5.7,26.3759,0.92
1963-03-05,0.0,2.98,56320,5.7,26.3759,0.92
1963-03-06,0.0,2.98,56320,5.7,26.3759,0.91
1963-03-07,0.0,2.98,56320,5.7,26.3759,0.92
1963-03-08,0.0,2.98,56320,5.7,26.3759,0.92
1963-03-11,0.0,2.98,56320,5.7,26.3759,0.92
1963-03-12,0.0,2.98,56320,5.7,26.3759,0.92
1963-03-13,0.0,2.98,56320,5.7,26.3759,0.92
1963-03-14,0.0,2.98,56320,5.7,26.3759,0.92
1963-03-15,0.0,2.98,56320,5.7,26.3759,0.92
1963-03-18,0.0,2.98,56320,5.7,26.3759,0.92
1963-03-19,0.0,2.98,56320,5.7,26.3759,1.04
1963-03-20,0.0,2.98,56320,5.7,26.3759,1.17
1963-03-21,0.0,2.98,56320,5.7,26.3759,1.04
1963-03-22,0.0,2.98,56320,5.7,26.3759,0.93
1963-03-25,0.0,2.98,56320,5.7,26.3759,0.94
1963-03-26,0.0,2.98,56320,5.7,26.3759,0.96
1963-03-27,0.0,2.98,56320,5.7,26.3759,0.96
1963-03-28,0.0,2.98,56320,5.7,26.3759,0.96
1963-03-29,0.0,2.98,56320,5.7,26.3759,0.95
1963-04-01,0.0,2.9,56580,5.7,26.6179,0.95
1963-04-02,0.0,2.9,56580,5.7,26.6179,1.21
1963-04-03,0.0,2.9,56580,5.7,26.6179,2.46
1963-04-04,0.0,2.9,56580,5.7,26.6179,1.07
1963-04-05,0.0,2.9,56580,5.7,26.6179,0.95
1963-04-08,0.0,2.9,56580,5.7,26.6179,0.97
1963-04-09,0.0,2.9,56580,5.7,26.6179,0.98
1963-04-10,0.0,2.9,56580,5.7,26.6179,1.00
1963-04-11,0.0,2.9,56580,5.7,26.6179,1.00
1963-04-15,0.0,2.9,56580,5.7,26.6179,1.01
1963-04-16,0.0,2.9,56580,5.7,26.6179,1.00
1963-04-17,0.0,2.9,56580,5.7,26.6179,1.75
1963-04-18,0.0,2.9,56580,5.7,26.6179,0.99
1963-04-19,0.0,2.9,56580,5.7,26.6179,0.97
1963-04-22,0.0,2.9,56580,5.7,26.6179,0.97
1963-04-23,0.0,2.9,56580,5.7,26.6179,0.97
1963-04-24,0.0,2.9,56580,5.7,26.6179,0.96
1963-04-25,0.0,2.9,56580,5.7,26.6179,0.95
1963-04-26,0.0,2.9,56580,5.7,26.6179,1.07
1963-04-29,0.0,2.9,56580,5.7,26.6179,0.95
1963-04-30,0.0,2.9,56580,5.7,26.6179,0.95
1963-05-01,0.0,3.0,56616,5.9,26.9405,0.94
1963-05-02,0.0,3.0,56616,5.9,26.9405,0.94
1963-05-03,0.0,3.0,56616,5.9,26.9405,0.93
1963-05-06,0.0,3.0,56616,5.9,26.9405,0.92
1963-05-07,0.0,3.0,56616,5.9,26.9405,0.91
1963-05-08,0.0,3.0,56616,5.9,26.9405,0.92
1963-05-09,0.0,3.0,56616,5.9,26.9405,0.93
1963-05-10,0.0,3.0,56616,5.9,26.9405,0.93
1963-05-13,0.0,3.0,56616,5.9,26.9405,0.92
1963-05-14,0.0,3.0,56616,5.9,26.9405,0.91
1963-05-15,0.0,3.0,56616,5.9,26.9405,0.91
1963-05-16,0.0,3.0,56616,5.9,26.9405,0.90
1963-05-17,0.0,3.0,56616,5.9,26.9405,0.92
1963-05-20,0.0,3.0,56616,5.9,26.9405,0.93
1963-05-21,0.0,3.0,56616,5.9,26.9405,0.92
1963-05-22,0.0,3.0,56616,5.9,26.9405,0.92
1963-05-23,0.0,3.0,56616,5.9,26.9405,0.93
1963-05-24,0.0,3.0,56616,5.9,26.9405,0.95
1963-05-27,0.0,3.0,56616,5.9,26.9405,0.95
1963-05-28,0.0,3.0,56616,5.9,26.9405,0.96
1963-05-29,0.0,3.0,56616,5.9,26.9405,0.96
1963-05-31,0.0,3.0,56616,5.9,26.9405,0.96
1963-06-03,0.0,2.99,56659,5.6,27.0212,0.98
1963-06-04,0.0,2.99,56659,5.6,27.0212,0.98
1963-06-05,0.0,2.99,56659,5.6,27.0212,0.98
1963-06-06,0.0,2.99,56659,5.6,27.0212,0.99
1963-06-07,0.0,2.99,56659,5.6,27.0212,0.99
1963-06-10,0.0,2.99,56659,5.6,27.0212,0.99
1963-06-11,0.0,2.99,56659,5.6,27.0212,0.98
1963-06-12,0.0,2.99,56659,5.6,27.0212,0.99
1963-06-13,0.0,2.99,56659,5.6,27.0212,0.99
1963-06-14,0.0,2.99,56659,5.6,27.0212,0.99
1963-06-17,0.0,2.99,56659,5.6,27.0212,1.00
1963-06-18,0.0,2.99,56659,5.6,27.0212,1.00
1963-06-19,0.0,2.99,56659,5.6,27.0212,1.00
1963-06-20,0.0,2.99,56659,5.6,27.0212,1.00
1963-06-21,0.0,2.99,56659,5.6,27.0212,1.00
1963-06-24,0.0,2.99,56659,5.6,27.0212,1.00
1963-06-25,0.0,2.99,56659,5.6,27.0212,1.25
1963-06-26,0.0,2.99,56659,5.6,27.0212,1.00
1963-06-27,0.0,2.99,56659,5.6,27.0212,1.00
1963-06-28,0.0,2.99,56659,5.6,27.0212,1.00
1963-07-01,0.0,3.02,56794,5.6,26.9136,1.01
1963-07-02,0.0,3.02,56794,5.6,26.9136,1.03
1963-07-03,0.0,3.02,56794,5.6,26.9136,1.03
1963-07-05,0.0,3.02,56794,5.6,26.9136,1.04
1963-07-08,0.0,3.02,56794,5.6,26.9136,1.05
1963-07-09,0.0,3.02,56794,5.6,26.9136,1.16
1963-07-10,0.0,3.02,56794,5.6,26.9136,1.03
1963-07-11,0.0,3.02,56794,5.6,26.9136,1.04
1963-07-12,0.0,3.02,56794,5.6,26.9136,1.03
1963-07-15,0.0,3.02,56794,5.6,26.9136,1.02
1963-07-16,0.0,3.02,56794,5.6,26.9136,1.02
1963-07-17,0.0,3.02,56794,5.6,26.9136,0.78
1963-07-18,0.0,3.02,56794,5.6,26.9136,0.77
1963-07-19,0.0,3.02,56794,5.6,26.9136,0.77
1963-07-22,0.0,3.02,56794,5.6,26.9136,1.27
1963-07-23,0.0,3.02,56794,5.6,26.9136,2.02
1963-07-24,0.0,3.02,56794,5.6,26.9136,3.26
1963-07-25,0.0,3.02,56794,5.6,26.9136,0.76
1963-07-26,0.0,3.02,56794,5.6,26.9136,0.61
1963-07-29,0.0,3.02,56794,5.6,26.9136,0.49
1963-07-30,0.0,3.02,56794,5.6,26.9136,0.50
1963-07-31,0.0,3.02,56794,5.6,26.9136,0.50
1963-08-01,0.0,3.49,56910,5.4,26.9674,0.49
1963-08-02,0.0,3.49,56910,5.4,26.9674,0.49
1963-08-05,0.0,3.49,56910,5.4,26.9674,0.49
1963-08-06,0.0,3.49,56910,5.4,26.9674,0.50
1963-08-07,0.0,3.49,56910,5.4,26.9674,0.51
1963-08-08,0.0,3.49,56910,5.4,26.9674,0.50
1963-08-09,0.0,3.49,56910,5.4,26.9674,0.50
1963-08-12,0.0,3.49,56910,5.4,26.9674,0.51
1963-08-13,0.0,3.49,56910,5.4,26.9674,0.64
1963-08-14,0.0,3.49,56910,5.4,26.9674,0.64
1963-08-15,0.0,3.49,56910,5.4,26.9674,0.51
1963-08-16,0.0,3.49,56910,5.4,26.9674,0.50
1963-08-19,0.0,3.49,56910,5.4,26.9674,0.49
1963-08-20,0.0,3.49,56910,5.4,26.9674,0.49
1963-08-21,0.0,3.49,56910,5.4,26.9674,0.50
1963-08-22,0.0,3.49,56910,5.4,26.9674,0.50
1963-08-23,0.0,3.49,56910,5.4,26.9674,0.50
1963-08-26,0.0,3.49,56910,5.4,26.9674,0.50
1963-08-27,0.0,3.49,56910,5.4,26.9674,0.50
1963-08-28,0.0,3.49,56910,5.4,26.9674,0.62
1963-08-29,0.0,3.49,56910,5.4,26.9674,0.51
1963-08-30,0.0,3.49,56910,5.4,26.9674,0.52
1963-09-03,0.0,3.48,57078,5.5,27.2362,0.53
1963-09-04,0.0,3.48,57078,5.5,27.2362,0.54
1963-09-05,0.0,3.48,57078,5.5,27.2362,0.58
1963-09-06,0.0,3.48,57078,5.5,27.2362,0.59
1963-09-09,0.0,3.48,57078,5.5,27.2362,0.59
1963-09-10,0.0,3.48,57078,5.5,27.2362,0.59
1963-09-11,0.0,3.48,57078,5.5,27.2362,0.59
1963-09-12,0.0,3.48,57078,5.5,27.2362,0.59
1963-09-13,0.0,3.48,57078,5.5,27.2362,0.59
1963-09-16,0.0,3.48,57078,5.5,27.2362,0.59
1963-09-17,0.0,3.48,57078,5.5,27.2362,0.59
1963-09-18,0.0,3.48,57078,5.5,27.2362,1.08
1963-09-19,0.0,3.48,57078,5.5,27.2362,0.58
1963-09-20,0.0,3.48,57078,5.5,27.2362,0.57
1963-09-23,0.0,3.48,57078,5.5,27.2362,0.57
1963-09-24,0.0,3.48,57078,5.5,27.2362,0.70
1963-09-25,0.0,3.48,57078,5.5,27.2362,0.58
1963-09-26,0.0,3.48,57078,5.5,27.2362,0.58
1963-09-27,0.0,3.48,57078,5.5,27.2362,0.57
1963-09-30,0.0,3.48,57078,5.5,27.2362,0.57
1963-10-01,0.0,3.5,57283,5.5,27.4245,0.57
1963-10-02,0.0,3.5,57283,5.5,27.4245,0.57
1963-10-03,0.0,3.5,57283,5.5,27.4245,0.57
1963-10-04,0.0,3.5,57283,5.5,27.4245,0.58
1963-10-07,0.0,3.5,57283,5.5,27.4245,0.58
1963-10-08,0.0,3.5,57283,5.5,27.4245,0.71
1963-10-09,0.0,3.5,57283,5.5,27.4245,0.60
1963-10-10,0.0,3.5,57283,5.5,27.4245,0.60
1963-10-11,0.0,3.5,57283,5.5,27.4245,0.60
1963-10-14,0.0,3.5,57283,5.5,27.4245,0.60
1963-10-15,0.0,3.5,57283,5.5,27.4245,0.61
1963-10-16,0.0,3.5,57283,5.5,27.4245,0.61
1963-10-17,0.0,3.5,57283,5.5,27.4245,0.62
1963-10-18,0.0,3.5,57283,5.5,27.4245,0.62
